Brand,Model,Capacity,Energy Rating,Type,Features,Color,Material,Warranty Period,Country of Manufacture,Price
Bosch,Model14575,519.0,A+,Side-by-Side,Water Dispenser,White,Glass,7.0,India,1508.0
LG,Model14577,292.0,B,Double Door,Water Dispenser,Silver,Stainless Steel,8.0,China,1167.0
Panasonic,Model14579,307.0,B,Double Door,Water Dispenser,Gray,Glass,9.0,USA,220.0
Bosch,Model14581,784.0,A++,Side-by-Side,Ice Dispenser,Silver,Glass,7.0,India,1823.0
Electrolux,Model14583,506.0,A,Single Door,Smart Connectivity,Black,Glass,2.0,China,759.0
Whirlpool,Model14587,711.0,B,Double Door,Ice Dispenser,White,Stainless Steel,4.0,India,927.0
Whirlpool,Model14588,508.0,A+,Double Door,Water Dispenser,Black,Stainless Steel,1.0,Germany,1751.0
Whirlpool,Model14589,729.0,A+,Side-by-Side,Water Dispenser,Black,Stainless Steel,4.0,China,274.0
Frigidaire,Model14590,767.0,A+,Double Door,Smart Connectivity,Black,Glass,8.0,India,1899.0
Siemens,Model14592,114.0,A+,Side-by-Side,Smart Connectivity,Black,Glass,1.0,China,948.0
LG,Model14593,104.0,A,Single Door,Standard,White,Glass,8.0,Germany,647.0
Frigidaire,Model14595,263.0,A,Single Door,Standard,Black,Glass,1.0,Germany,1737.0
Panasonic,Model14596,530.0,A++,Single Door,Ice Dispenser,Black,Glass,3.0,Germany,1501.0
Bosch,Model14601,305.0,B,Single Door,Water Dispenser,Gray,Stainless Steel,3.0,USA,1477.0
Frigidaire,Model14604,251.0,B,Double Door,Standard,White,Plastic,6.0,USA,718.0
Haier,Model14605,663.0,A,Side-by-Side,Smart Connectivity,Black,Plastic,1.0,Germany,1552.0
Siemens,Model14608,418.0,A++,Single Door,Water Dispenser,Black,Plastic,3.0,China,1392.0
GE,Model14609,263.0,A,Single Door,Ice Dispenser,Gray,Plastic,5.0,Germany,1086.0
Haier,Model14610,406.0,A,Side-by-Side,Ice Dispenser,Black,Plastic,6.0,Germany,780.0
Siemens,Model14611,648.0,A+,Side-by-Side,Water Dispenser,Silver,Glass,1.0,China,1130.0
Panasonic,Model14612,498.0,A,Single Door,Smart Connectivity,Black,Stainless Steel,4.0,China,1212.0
Bosch,Model14614,380.0,B,Side-by-Side,Ice Dispenser,White,Stainless Steel,5.0,Germany,1539.0
GE,Model14617,470.0,B,Side-by-Side,Ice Dispenser,Silver,Glass,7.0,USA,643.0
Samsung,Model14619,145.0,A+,Single Door,Standard,White,Glass,7.0,USA,283.0
GE,Model14620,167.0,A,Single Door,Ice Dispenser,Black,Plastic,4.0,India,1284.0
Samsung,Model14621,177.0,A++,Single Door,Ice Dispenser,White,Stainless Steel,9.0,Germany,965.0
Samsung,Model14622,570.0,A,Double Door,Smart Connectivity,Gray,Glass,6.0,Germany,408.0
Bosch,Model14623,759.0,B,Side-by-Side,Standard,Black,Glass,1.0,USA,1186.0
Whirlpool,Model14624,763.0,A,Single Door,Standard,Black,Plastic,7.0,India,465.0
Bosch,Model14625,500.0,A+,Single Door,Smart Connectivity,Black,Stainless Steel,9.0,USA,382.0
GE,Model14626,267.0,A++,Double Door,Water Dispenser,White,Glass,1.0,Germany,1706.0
Haier,Model14631,350.0,B,Single Door,Ice Dispenser,Silver,Stainless Steel,2.0,India,1600.0
Frigidaire,Model14632,286.0,A++,Single Door,Standard,White,Plastic,6.0,USA,966.0
Siemens,Model14633,619.0,B,Single Door,Smart Connectivity,Silver,Plastic,3.0,USA,322.0
Samsung,Model14634,429.0,A++,Single Door,Standard,White,Stainless Steel,4.0,Germany,455.0
Panasonic,Model14635,776.0,A+,Single Door,Standard,Silver,Glass,4.0,China,1175.0
Siemens,Model14637,656.0,B,Double Door,Ice Dispenser,Black,Stainless Steel,1.0,India,276.0
Samsung,Model14641,409.0,A++,Side-by-Side,Standard,Black,Plastic,8.0,Germany,1070.0
Samsung,Model14642,625.0,A,Single Door,Ice Dispenser,Gray,Glass,2.0,China,1252.0
LG,Model14643,188.0,B,Side-by-Side,Standard,Gray,Plastic,9.0,Germany,809.0
Frigidaire,Model14644,680.0,A++,Side-by-Side,Standard,White,Glass,9.0,Germany,1156.0
GE,Model14646,532.0,A++,Single Door,Smart Connectivity,Silver,Stainless Steel,5.0,India,1248.0
GE,Model14647,225.0,A+,Single Door,Ice Dispenser,Gray,Plastic,1.0,USA,1268.0
Siemens,Model14650,711.0,B,Side-by-Side,Water Dispenser,Silver,Plastic,3.0,Germany,418.0
GE,Model14654,610.0,A+,Double Door,Standard,White,Plastic,2.0,China,353.0
Panasonic,Model14655,185.0,A,Single Door,Standard,Silver,Glass,3.0,Germany,315.0
GE,Model14656,379.0,A+,Single Door,Standard,White,Glass,7.0,Germany,1381.0
GE,Model14658,462.0,B,Side-by-Side,Standard,Gray,Stainless Steel,9.0,Germany,1101.0
Bosch,Model14662,624.0,A++,Single Door,Ice Dispenser,Gray,Plastic,5.0,Germany,1974.0
LG,Model14663,374.0,B,Double Door,Ice Dispenser,Silver,Glass,6.0,USA,545.0
Frigidaire,Model14664,356.0,B,Side-by-Side,Standard,Gray,Stainless Steel,1.0,India,1491.0
Panasonic,Model14665,598.0,A+,Single Door,Ice Dispenser,Gray,Stainless Steel,2.0,China,600.0
Haier,Model14666,129.0,A+,Double Door,Standard,White,Glass,1.0,USA,1000.0
GE,Model14667,193.0,A+,Side-by-Side,Smart Connectivity,Gray,Glass,7.0,India,983.0
Samsung,Model14668,334.0,B,Side-by-Side,Smart Connectivity,White,Plastic,3.0,China,1804.0
Whirlpool,Model14670,133.0,A,Double Door,Water Dispenser,Gray,Stainless Steel,6.0,China,466.0
Bosch,Model14671,378.0,A,Single Door,Ice Dispenser,Black,Glass,4.0,India,1604.0
Samsung,Model14672,264.0,B,Double Door,Water Dispenser,Black,Stainless Steel,7.0,Germany,202.0
Whirlpool,Model14673,686.0,A++,Single Door,Standard,Gray,Plastic,7.0,India,570.0
Panasonic,Model14674,437.0,A++,Single Door,Standard,Black,Plastic,5.0,USA,1044.0
Samsung,Model14676,751.0,A+,Side-by-Side,Water Dispenser,Black,Glass,2.0,China,1935.0
Bosch,Model14678,384.0,A,Double Door,Standard,Gray,Stainless Steel,8.0,Germany,443.0
GE,Model14679,720.0,B,Double Door,Water Dispenser,Black,Stainless Steel,5.0,China,1635.0
Electrolux,Model14683,535.0,B,Double Door,Water Dispenser,White,Glass,2.0,Germany,1106.0
GE,Model14684,210.0,B,Double Door,Standard,Black,Stainless Steel,8.0,China,1440.0
GE,Model14686,509.0,A,Side-by-Side,Water Dispenser,Gray,Plastic,2.0,Germany,302.0
Haier,Model14687,124.0,B,Single Door,Water Dispenser,White,Glass,6.0,Germany,1790.0
Panasonic,Model14688,326.0,B,Double Door,Standard,Black,Stainless Steel,1.0,India,929.0
Bosch,Model14689,203.0,B,Side-by-Side,Water Dispenser,Gray,Plastic,1.0,China,407.0
Bosch,Model14690,770.0,A++,Side-by-Side,Smart Connectivity,Black,Glass,4.0,Germany,553.0
Samsung,Model14691,772.0,A+,Single Door,Standard,Black,Plastic,5.0,USA,834.0
Panasonic,Model14692,608.0,A,Single Door,Standard,White,Plastic,5.0,Germany,221.0
Panasonic,Model14693,297.0,A+,Double Door,Water Dispenser,White,Plastic,8.0,India,1684.0
Electrolux,Model14695,261.0,B,Single Door,Ice Dispenser,White,Plastic,4.0,India,245.0
Siemens,Model14696,697.0,B,Single Door,Ice Dispenser,White,Glass,2.0,India,878.0
GE,Model14697,349.0,A+,Double Door,Standard,Gray,Glass,9.0,Germany,1382.0
Panasonic,Model14700,317.0,A,Double Door,Smart Connectivity,White,Glass,7.0,USA,1710.0
GE,Model14703,312.0,A+,Single Door,Water Dispenser,White,Stainless Steel,1.0,Germany,871.0
Electrolux,Model14705,604.0,B,Double Door,Smart Connectivity,Silver,Glass,3.0,USA,1414.0
Haier,Model14706,179.0,B,Single Door,Ice Dispenser,Gray,Glass,8.0,India,1111.0
Samsung,Model14708,143.0,A,Side-by-Side,Smart Connectivity,White,Plastic,7.0,China,872.0
Whirlpool,Model14709,444.0,A++,Single Door,Water Dispenser,White,Glass,7.0,USA,210.0
Whirlpool,Model14710,453.0,A,Single Door,Standard,Black,Plastic,5.0,China,304.0
Samsung,Model14712,720.0,B,Single Door,Water Dispenser,Gray,Glass,7.0,Germany,1396.0
Siemens,Model14713,682.0,A,Single Door,Smart Connectivity,White,Plastic,9.0,USA,1795.0
Electrolux,Model14714,773.0,B,Double Door,Ice Dispenser,Silver,Stainless Steel,5.0,Germany,855.0
GE,Model14715,319.0,A++,Side-by-Side,Water Dispenser,Silver,Glass,8.0,Germany,926.0
Haier,Model14717,686.0,B,Single Door,Smart Connectivity,Black,Glass,7.0,India,433.0
LG,Model14718,572.0,B,Single Door,Ice Dispenser,Gray,Stainless Steel,4.0,USA,1400.0
Samsung,Model14720,610.0,A++,Side-by-Side,Standard,Silver,Glass,4.0,India,509.0
LG,Model14721,796.0,A+,Single Door,Standard,Silver,Plastic,1.0,Germany,905.0
Frigidaire,Model14724,304.0,A,Double Door,Ice Dispenser,Silver,Stainless Steel,5.0,Germany,1864.0
Haier,Model14725,459.0,A+,Double Door,Standard,White,Glass,5.0,China,471.0
Frigidaire,Model14726,634.0,A+,Double Door,Smart Connectivity,Black,Glass,5.0,India,1460.0
Haier,Model14727,183.0,A+,Double Door,Standard,Gray,Plastic,4.0,China,470.0
Bosch,Model14728,613.0,A++,Side-by-Side,Water Dispenser,Silver,Glass,9.0,India,1594.0
Bosch,Model14729,769.0,A,Side-by-Side,Smart Connectivity,Silver,Plastic,9.0,USA,1340.0
Bosch,Model14730,735.0,A,Single Door,Standard,Black,Glass,6.0,Germany,1010.0
Haier,Model14732,160.0,A,Double Door,Smart Connectivity,White,Glass,1.0,USA,569.0
Haier,Model14734,409.0,B,Side-by-Side,Ice Dispenser,Gray,Plastic,2.0,Germany,1840.0
Bosch,Model14738,224.0,A++,Single Door,Water Dispenser,Black,Stainless Steel,2.0,China,208.0
Bosch,Model14740,778.0,A++,Single Door,Water Dispenser,Black,Plastic,1.0,India,1739.0
LG,Model14741,739.0,A++,Single Door,Ice Dispenser,Black,Stainless Steel,6.0,India,1034.0
Siemens,Model14742,190.0,A,Side-by-Side,Standard,Black,Glass,9.0,India,1198.0
Whirlpool,Model14743,453.0,A++,Side-by-Side,Water Dispenser,Silver,Plastic,2.0,Germany,1837.0
GE,Model14744,258.0,A,Side-by-Side,Smart Connectivity,Black,Stainless Steel,3.0,India,1034.0
Whirlpool,Model14745,528.0,B,Single Door,Smart Connectivity,Black,Glass,6.0,China,1848.0
Panasonic,Model14746,676.0,B,Single Door,Smart Connectivity,Silver,Stainless Steel,7.0,USA,1244.0
Samsung,Model14748,747.0,A+,Side-by-Side,Standard,Black,Plastic,7.0,India,1426.0
Samsung,Model14749,404.0,A+,Side-by-Side,Water Dispenser,Black,Stainless Steel,7.0,India,1207.0
Bosch,Model14750,324.0,A,Side-by-Side,Water Dispenser,Gray,Glass,3.0,USA,821.0
Siemens,Model14753,550.0,A+,Double Door,Smart Connectivity,Black,Stainless Steel,2.0,Germany,988.0
Samsung,Model14754,290.0,A++,Single Door,Standard,Gray,Stainless Steel,8.0,India,1939.0
Haier,Model14756,487.0,A+,Single Door,Smart Connectivity,White,Glass,8.0,China,434.0
GE,Model14757,424.0,A,Single Door,Standard,Black,Plastic,6.0,Germany,1254.0
Haier,Model14758,358.0,B,Single Door,Water Dispenser,Black,Plastic,2.0,India,1214.0
Samsung,Model14759,468.0,A+,Single Door,Ice Dispenser,Gray,Glass,5.0,China,665.0
Frigidaire,Model14761,722.0,A,Double Door,Smart Connectivity,Gray,Glass,5.0,India,1982.0
Panasonic,Model14763,317.0,A,Single Door,Standard,Black,Plastic,2.0,India,829.0
Samsung,Model14765,581.0,B,Single Door,Ice Dispenser,Gray,Plastic,7.0,China,944.0
Electrolux,Model14767,764.0,A+,Double Door,Standard,White,Plastic,1.0,Germany,368.0
Haier,Model14768,300.0,A,Single Door,Water Dispenser,White,Stainless Steel,6.0,Germany,1794.0
Panasonic,Model14772,617.0,A++,Single Door,Ice Dispenser,Black,Stainless Steel,1.0,USA,701.0
LG,Model14775,637.0,A++,Side-by-Side,Smart Connectivity,White,Stainless Steel,3.0,Germany,260.0
Samsung,Model14776,783.0,B,Single Door,Ice Dispenser,Silver,Plastic,6.0,India,1874.0
Samsung,Model14779,459.0,A++,Single Door,Standard,White,Stainless Steel,6.0,USA,1324.0
Whirlpool,Model14782,738.0,A,Double Door,Standard,Black,Stainless Steel,4.0,Germany,1959.0
Electrolux,Model14783,514.0,B,Single Door,Standard,Black,Glass,7.0,China,435.0
Panasonic,Model14784,338.0,A+,Double Door,Standard,Gray,Stainless Steel,5.0,China,1114.0
Frigidaire,Model14787,291.0,A++,Double Door,Smart Connectivity,Black,Stainless Steel,4.0,Germany,1132.0
LG,Model14788,747.0,A,Double Door,Standard,Black,Stainless Steel,3.0,USA,1492.0
GE,Model14790,478.0,A+,Single Door,Standard,Gray,Glass,9.0,Germany,945.0
LG,Model14791,390.0,A+,Single Door,Ice Dispenser,Silver,Plastic,5.0,Germany,597.0
Siemens,Model14792,200.0,A+,Single Door,Ice Dispenser,Silver,Glass,6.0,China,733.0
Panasonic,Model14793,245.0,A++,Double Door,Ice Dispenser,White,Stainless Steel,3.0,China,904.0
GE,Model14794,747.0,A+,Single Door,Standard,White,Plastic,3.0,Germany,1060.0
Electrolux,Model14795,615.0,A,Single Door,Smart Connectivity,White,Stainless Steel,9.0,Germany,245.0
Haier,Model14798,616.0,A++,Single Door,Water Dispenser,White,Plastic,6.0,India,1719.0
Samsung,Model14799,778.0,A++,Double Door,Water Dispenser,Black,Glass,9.0,China,1878.0
Electrolux,Model14800,761.0,B,Single Door,Smart Connectivity,White,Glass,2.0,Germany,754.0
Panasonic,Model14801,521.0,A++,Side-by-Side,Water Dispenser,Gray,Stainless Steel,9.0,China,1287.0
Electrolux,Model14802,218.0,A,Side-by-Side,Smart Connectivity,Gray,Glass,1.0,India,1668.0
LG,Model14806,633.0,A++,Single Door,Ice Dispenser,Silver,Glass,3.0,Germany,1246.0
Bosch,Model14807,693.0,B,Single Door,Ice Dispenser,White,Plastic,9.0,USA,351.0
Bosch,Model14808,658.0,B,Side-by-Side,Smart Connectivity,Silver,Glass,8.0,China,1680.0
Siemens,Model14809,225.0,A,Double Door,Ice Dispenser,Silver,Stainless Steel,1.0,Germany,1618.0
Frigidaire,Model14810,250.0,B,Single Door,Ice Dispenser,Black,Plastic,3.0,China,1607.0
Panasonic,Model14812,671.0,A,Side-by-Side,Water Dispenser,Silver,Plastic,4.0,India,1377.0
Haier,Model14814,772.0,A,Side-by-Side,Smart Connectivity,Black,Plastic,4.0,India,450.0
GE,Model14815,645.0,B,Double Door,Standard,White,Glass,6.0,Germany,1262.0
Electrolux,Model14817,241.0,A+,Side-by-Side,Standard,White,Stainless Steel,5.0,India,252.0
LG,Model14818,365.0,A,Side-by-Side,Ice Dispenser,Black,Stainless Steel,6.0,China,1711.0
GE,Model14819,513.0,B,Single Door,Standard,Gray,Glass,4.0,Germany,1868.0
Siemens,Model14822,368.0,A,Side-by-Side,Water Dispenser,White,Glass,3.0,China,1396.0
Electrolux,Model14823,277.0,A,Single Door,Ice Dispenser,Silver,Stainless Steel,8.0,India,426.0
Samsung,Model14824,447.0,B,Side-by-Side,Ice Dispenser,White,Plastic,9.0,India,1891.0
Frigidaire,Model14825,418.0,A++,Single Door,Standard,Black,Plastic,7.0,USA,1922.0
Haier,Model14829,621.0,A+,Single Door,Ice Dispenser,White,Plastic,9.0,USA,655.0
Siemens,Model14830,629.0,A+,Single Door,Smart Connectivity,Black,Glass,8.0,China,1847.0
Electrolux,Model14834,736.0,A++,Single Door,Smart Connectivity,Black,Stainless Steel,4.0,USA,1060.0
Whirlpool,Model14835,738.0,A++,Double Door,Smart Connectivity,White,Plastic,1.0,China,1900.0
Bosch,Model14836,388.0,B,Double Door,Ice Dispenser,White,Stainless Steel,3.0,China,1591.0
GE,Model14837,141.0,A++,Double Door,Smart Connectivity,White,Glass,5.0,India,1162.0
Haier,Model14839,302.0,A+,Double Door,Water Dispenser,Gray,Glass,3.0,USA,1598.0
Electrolux,Model14840,426.0,A,Double Door,Water Dispenser,Silver,Stainless Steel,8.0,USA,1291.0
Electrolux,Model14841,787.0,A+,Side-by-Side,Standard,Black,Stainless Steel,9.0,China,1848.0
Bosch,Model14843,749.0,B,Single Door,Smart Connectivity,Gray,Glass,8.0,India,1711.0
Siemens,Model14845,629.0,A,Double Door,Ice Dispenser,White,Stainless Steel,8.0,USA,1884.0
Bosch,Model14846,420.0,B,Single Door,Smart Connectivity,Silver,Glass,7.0,India,1881.0
Frigidaire,Model14849,708.0,A,Side-by-Side,Standard,Gray,Glass,1.0,China,887.0
Frigidaire,Model14851,279.0,A++,Double Door,Standard,Black,Glass,3.0,China,1471.0
Haier,Model14852,704.0,A++,Single Door,Water Dispenser,Black,Plastic,4.0,USA,442.0
LG,Model14854,767.0,A++,Double Door,Water Dispenser,Black,Plastic,2.0,Germany,346.0
Panasonic,Model14856,444.0,B,Double Door,Standard,Gray,Glass,5.0,China,829.0
Haier,Model14857,317.0,A++,Side-by-Side,Water Dispenser,White,Plastic,9.0,USA,746.0
Samsung,Model14858,374.0,B,Single Door,Smart Connectivity,Silver,Stainless Steel,8.0,USA,684.0
Electrolux,Model14860,333.0,A+,Single Door,Standard,Gray,Plastic,5.0,India,586.0
LG,Model14861,532.0,A,Double Door,Standard,Silver,Glass,6.0,USA,403.0
GE,Model14862,734.0,B,Single Door,Standard,Gray,Stainless Steel,8.0,USA,1755.0
GE,Model14863,609.0,A,Single Door,Standard,Silver,Stainless Steel,6.0,USA,1748.0
Samsung,Model14865,220.0,B,Side-by-Side,Smart Connectivity,Silver,Glass,8.0,China,1180.0
Panasonic,Model14867,524.0,A,Double Door,Standard,Silver,Plastic,5.0,China,1255.0
Siemens,Model14869,106.0,A++,Double Door,Smart Connectivity,Black,Plastic,1.0,USA,842.0
Haier,Model14870,276.0,A+,Side-by-Side,Standard,White,Plastic,1.0,Germany,1554.0
Haier,Model14872,714.0,B,Single Door,Ice Dispenser,White,Glass,7.0,India,788.0
Br@ndX,Model14873,748.0,A,Single Door,Smart Connectivity,Gray,Plastic,6.0,USA,1720.0
Panasonic,Model14874,551.0,A,Single Door,Standard,Silver,Glass,5.0,USA,1103.0
Siemens,Model14875,523.0,B,Double Door,Smart Connectivity,White,Stainless Steel,9.0,China,1158.0
Bosch,Model14876,110.0,A+,Double Door,Ice Dispenser,Black,Glass,2.0,China,1300.0
LG,Model14878,426.0,A++,Double Door,Standard,Black,Stainless Steel,9.0,India,684.0
Bosch,Model14879,125.0,B,Double Door,Ice Dispenser,White,Stainless Steel,5.0,USA,484.0
Haier,Model14880,546.0,A++,Double Door,Standard,Silver,Stainless Steel,7.0,Germany,1149.0
Electrolux,Model14882,545.0,A++,Double Door,Standard,Silver,Glass,8.0,USA,215.0
Panasonic,Model14884,144.0,A,Side-by-Side,Standard,Silver,Plastic,6.0,USA,1924.0
Haier,Model14887,231.0,A,Double Door,Smart Connectivity,Black,Glass,5.0,China,1260.0
Panasonic,Model14888,593.0,A++,Double Door,Smart Connectivity,White,Stainless Steel,6.0,USA,1569.0
Panasonic,Model14890,655.0,B,Single Door,Ice Dispenser,Black,Stainless Steel,4.0,USA,1032.0
GE,Model14891,457.0,A++,Double Door,Standard,White,Stainless Steel,4.0,India,1223.0
Electrolux,Model14892,602.0,A+,Single Door,Smart Connectivity,White,Plastic,6.0,Germany,281.0
Electrolux,Model14893,213.0,A++,Single Door,Water Dispenser,Black,Glass,8.0,China,818.0
Samsung,Model14896,598.0,A+,Side-by-Side,Standard,Black,Glass,4.0,China,801.0
LG,Model14897,460.0,B,Double Door,Water Dispenser,Black,Glass,4.0,Germany,750.0
GE,Model14899,671.0,A,Side-by-Side,Smart Connectivity,White,Stainless Steel,6.0,China,1402.0
Whirlpool,Model14904,757.0,A++,Single Door,Water Dispenser,Gray,Plastic,5.0,India,653.0
GE,Model14906,791.0,A,Double Door,Standard,Black,Stainless Steel,4.0,China,1758.0
Samsung,Model14908,682.0,A,Double Door,Water Dispenser,White,Glass,9.0,USA,1031.0
Siemens,Model14909,364.0,A+,Side-by-Side,Ice Dispenser,Gray,Glass,4.0,India,1190.0
Haier,Model14910,428.0,B,Single Door,Water Dispenser,Gray,Plastic,3.0,Germany,1502.0
LG,Model14913,527.0,B,Single Door,Ice Dispenser,Silver,Glass,9.0,Germany,377.0
GE,Model14914,101.0,A+,Single Door,Standard,Silver,Stainless Steel,4.0,Germany,503.0
Panasonic,Model14916,157.0,B,Side-by-Side,Standard,Black,Stainless Steel,7.0,India,395.0
LG,Model14918,740.0,A++,Double Door,Ice Dispenser,Black,Stainless Steel,6.0,Germany,995.0
Haier,Model14921,467.0,A++,Single Door,Smart Connectivity,Black,Stainless Steel,6.0,USA,1437.0
Siemens,Model14922,670.0,A++,Side-by-Side,Water Dispenser,Silver,Glass,8.0,China,439.0
Frigidaire,Model14925,680.0,A+,Double Door,Standard,White,Plastic,1.0,USA,1673.0
Frigidaire,Model14927,651.0,A++,Double Door,Ice Dispenser,White,Glass,3.0,USA,1074.0
Whirlpool,Model14928,115.0,B,Side-by-Side,Standard,Silver,Stainless Steel,4.0,India,644.0
Haier,Model14930,503.0,A++,Single Door,Ice Dispenser,Black,Glass,3.0,Germany,1172.0
Frigidaire,Model14932,567.0,B,Single Door,Standard,White,Stainless Steel,6.0,China,1439.0
Whirlpool,Model14933,571.0,A++,Side-by-Side,Ice Dispenser,Black,Glass,6.0,USA,1590.0
Bosch,Model14934,596.0,A+,Side-by-Side,Water Dispenser,Gray,Stainless Steel,3.0,USA,542.0
Electrolux,Model14936,315.0,A++,Single Door,Ice Dispenser,Gray,Glass,8.0,Germany,1379.0
Samsung,Model14937,359.0,B,Side-by-Side,Water Dispenser,White,Plastic,1.0,China,1044.0
Whirlpool,Model14938,136.0,A+,Side-by-Side,Smart Connectivity,Gray,Plastic,3.0,China,633.0
Electrolux,Model14939,392.0,A,Single Door,Water Dispenser,Black,Stainless Steel,3.0,China,624.0
Frigidaire,Model14942,227.0,B,Single Door,Smart Connectivity,Gray,Glass,9.0,Germany,1994.0
GE,Model14943,400.0,A+,Single Door,Smart Connectivity,Gray,Plastic,8.0,USA,1657.0
GE,Model14944,297.0,B,Double Door,Standard,Silver,Glass,9.0,USA,526.0
Whirlpool,Model14947,361.0,A+,Double Door,Standard,Silver,Glass,5.0,Germany,348.0
Panasonic,Model14948,635.0,A,Side-by-Side,Standard,Silver,Glass,5.0,Germany,1160.0
Haier,Model14949,502.0,A+,Single Door,Water Dispenser,Silver,Plastic,1.0,Germany,1274.0
Frigidaire,Model14950,533.0,A,Double Door,Smart Connectivity,White,Stainless Steel,9.0,Germany,1153.0
LG,Model14952,532.0,A,Double Door,Water Dispenser,Silver,Glass,4.0,India,1935.0
Haier,Model14953,165.0,A,Double Door,Water Dispenser,Black,Glass,1.0,China,1626.0
Electrolux,Model14954,745.0,B,Side-by-Side,Smart Connectivity,Gray,Plastic,9.0,India,1380.0
GE,Model14956,218.0,B,Side-by-Side,Water Dispenser,Black,Stainless Steel,1.0,Germany,1661.0
Siemens,Model14958,460.0,A+,Single Door,Ice Dispenser,Silver,Glass,7.0,China,1386.0
Panasonic,Model14959,692.0,A++,Side-by-Side,Standard,White,Stainless Steel,7.0,Germany,1822.0
Haier,Model14960,322.0,B,Single Door,Ice Dispenser,White,Stainless Steel,4.0,USA,1969.0
Siemens,Model14961,402.0,A+,Single Door,Smart Connectivity,Black,Glass,7.0,India,1620.0
Bosch,Model14963,335.0,A++,Double Door,Standard,Silver,Glass,4.0,USA,1928.0
Panasonic,Model14967,653.0,A,Single Door,Ice Dispenser,Black,Plastic,7.0,USA,1188.0
Electrolux,Model14969,418.0,A+,Single Door,Smart Connectivity,Gray,Glass,9.0,Germany,813.0
Bosch,Model14970,592.0,B,Single Door,Ice Dispenser,Black,Glass,3.0,India,595.0
Siemens,Model14971,703.0,A,Double Door,Water Dispenser,White,Stainless Steel,4.0,USA,401.0
